Timestamp,Hourstamp,Open,High,Low,Close,Volume,t_plus_halving,HA_positive,HA_negative,HA_neutral,SMA_72H_positive,SMA_72H_negative,SMA_72H_neutral,EMA_72H_positive,EMA_72H_negative,EMA_72H_neutral
2024-07-02 12:00:00,2024-07-02 12:00:00+00:00,58506,58678,58389,58524,9.97455262000000007108,6306633.0,0.0,0.0,0.0,0.3431863499304199,0.3044413203388103,0.3523723381858872,0.2822921075269169,0.2538605979826348,0.4638473158190342
2024-07-02 11:00:00,2024-07-02 11:00:00+00:00,58444,58556,58357,58512,7.4061669100000000259,6303033.0,0.1411581327071568,0.4751237614545971,0.383718136678605,0.3431863499304199,0.3044413203388103,0.3523723381858872,0.2822921075269169,0.2538605979826348,0.4638473158190342
2024-07-02 10:00:00,2024-07-02 10:00:00+00:00,58393,58512,58251,58435,6.93136574999999998891,6299433.0,0.0,0.0,0.0,0.3640858206776541,0.2867845160854531,0.3491296693762957,0.3238652207015395,0.208072906419965,0.4680618908586161
2024-07-02 09:00:00,2024-07-02 09:00:00+00:00,58363,58487,58325,58424,9.36686494000000009772,6295833.0,0.0,0.0,0.0,0.3640858206776541,0.2867845160854531,0.3491296693762957,0.3238652207015395,0.208072906419965,0.4680618908586161
2024-07-02 08:00:00,2024-07-02 08:00:00+00:00,58345,58455,58134,58362,15.93016772000000015072,6292233.0,0.2015032097697257,0.0017516697844257,0.7967451214790344,0.3640858206776541,0.2867845160854531,0.3491296693762957,0.3238652207015395,0.208072906419965,0.4680618908586161
2024-07-02 07:00:00,2024-07-02 07:00:00+00:00,58539,58540,58306,58346,10.9572852999999999601,6288633.0,0.0,0.0,0.0,0.3761289770412043,0.3078980602558995,0.3159729692205373,0.3505496284972448,0.2419722372945213,0.4074781534730585
2024-07-02 06:00:00,2024-07-02 06:00:00+00:00,58667,58672,58487,58539,6.22190247999999995077,6285033.0,0.0,0.0,0.0,0.3627375835219157,0.3325437096573296,0.3047187149620315,0.3455125069401609,0.3852080448473642,0.2692794648304863
2024-07-02 05:00:00,2024-07-02 05:00:00+00:00,58690,58755,58641,58654,8.07676845999999997799,6281433.0,0.0,0.0,0.0,0.3627375835219157,0.3325437096573296,0.3047187149620315,0.3455125069401609,0.3852080448473642,0.2692794648304863
2024-07-02 04:00:00,2024-07-02 04:00:00+00:00,58778,58872,58693,58693,5.29761607000000000548,6277833.0,0.0,0.0,0.0,0.3627375835219157,0.3325437096573296,0.3047187149620315,0.3455125069401609,0.3852080448473642,0.2692794648304863
2024-07-02 03:00:00,2024-07-02 03:00:00+00:00,58625,58913,58625,58780,2.84951592000000000556,6274233.0,0.8503643870353699,0.0018768316367641,0.1477588862180709,0.3627375835219157,0.3325437096573296,0.3047187149620315,0.3455125069401609,0.3852080448473642,0.2692794648304863
2024-07-02 02:00:00,2024-07-02 02:00:00+00:00,58579,58735,58579,58635,3.27164972999999993407,6270633.0,0.0845364044653251,0.0225841253995894,0.892879456281662,0.3446773315399359,0.3447906310654987,0.3105320419525486,0.3118837573778355,0.4056838959517092,0.2824323562381102
2024-07-02 01:00:00,2024-07-02 01:00:00+00:00,58577,58603,58478,58575,1.31763754999999997235,6267033.0,0.3161166906356811,0.557466983795166,0.1264163851737976,0.3654886057059048,0.3705671515187714,0.2639442488062195,0.3607262244191183,0.4531251814571654,0.1861486066796952
2024-07-02 00:00:00,2024-07-02 00:00:00+00:00,58553,58620,58430,58565,1.30265052000000000495,6263433.0,0.0,0.0,0.0,0.3675457688338308,0.3627796585072549,0.2696745764575704,0.3714208349918683,0.4365909620907107,0.1919882109340495
2024-07-01 23:00:00,2024-07-01 23:00:00+00:00,58601,58656,58484,58548,2.39756039000000001511,6259833.0,0.0,0.0,0.0,0.3675457688338308,0.3627796585072549,0.2696745764575704,0.3714208349918683,0.4365909620907107,0.1919882109340495
2024-07-01 22:00:00,2024-07-01 22:00:00+00:00,58707,58762,58445,58610,6.04394903999999996008,6256233.0,0.0,0.0,0.0,0.3675457688338308,0.3627796585072549,0.2696745764575704,0.3714208349918683,0.4365909620907107,0.1919882109340495
2024-07-01 21:00:00,2024-07-01 21:00:00+00:00,58868,58879,58642,58753,3.8663021600000000136,6252633.0,0.0,0.0,0.0,0.3675457688338308,0.3627796585072549,0.2696745764575704,0.3714208349918683,0.4365909620907107,0.1919882109340495
2024-07-01 20:00:00,2024-07-01 20:00:00+00:00,58822,59006,58761,58886,9.97854373999999997985,6249033.0,0.9901783466339112,0.00329350377433,0.0065281349234282,0.3675457688338308,0.3627796585072549,0.2696745764575704,0.3714208349918683,0.4365909620907107,0.1919882109340495
2024-07-01 19:00:00,2024-07-01 19:00:00+00:00,59263,59265,58686,58926,12.70473236999999996618,6245433.0,0.8179538249969482,0.0290096513926982,0.1530365645885467,0.340474787190349,0.3784094913217299,0.2811157260894897,0.3230599156067903,0.4673525344065298,0.2095875593892194
2024-07-01 18:00:00,2024-07-01 18:00:00+00:00,59290,59474,59089,59262,30.42708070999999994793,6241833.0,0.7651955485343933,0.2262826114892959,0.0085218222811818,0.3243885547872987,0.4008533529008475,0.274758095860623,0.3439513412770042,0.4404416952312492,0.2156069648311445
2024-07-01 17:00:00,2024-07-01 17:00:00+00:00,58754,59294,58699,59278,25.45100297000000014808,6238233.0,0.0089203370735049,0.9681923389434814,0.0228873845189809,0.2974065473200702,0.3916568577494573,0.3109365980338264,0.2609251097329479,0.3816938372888849,0.3573810494563436
2024-07-01 16:00:00,2024-07-01 16:00:00+00:00,58789,58940,58641,58747,17.86370691999999998907,6234633.0,0.3264600731199607,0.5179130770266056,0.1556268036365509,0.297051219263939,0.3928732978466027,0.3100754843047901,0.2626219075931113,0.4730865825926405,0.2642915077901648
2024-07-01 15:00:00,2024-07-01 15:00:00+00:00,58480,58826,58480,58780,12.65734018000000006648,6231033.0,0.0969102047383784,0.3191490024328232,0.5839408040046692,0.294250376039556,0.3809647474485073,0.32478488246367,0.2598280474825844,0.4439534938389612,0.2962184645226975
2024-07-01 14:00:00,2024-07-01 14:00:00+00:00,58223,58534,58186,58484,12.48171154000000001844,6227433.0,0.1929459053402145,0.5526771240402013,0.2543769404292106,0.3178536767997381,0.3244386906972067,0.3577076430350037,0.3011642077763749,0.2994038076783368,0.3994319955266324
2024-07-01 13:00:00,2024-07-01 13:00:00+00:00,58445,58582,58093,58237,10.87021617000000007518,6223833.0,0.0,0.0,0.0,0.3356976441510986,0.2918332002196361,0.3724691719786885,0.3555665870074305,0.2365697569955523,0.4078636767016755
2024-07-01 12:00:00,2024-07-01 12:00:00+00:00,58230,58490,58229,58452,18.72928449999999993306,6220233.0,0.5670562187830607,0.0374496898148208,0.3954941307504971,0.3512296476659354,0.2916675111304027,0.3571028590112374,0.4467750824088784,0.2768987045860315,0.2763262330309682
2024-07-01 11:00:00,2024-07-01 11:00:00+00:00,58394,58412,58188,58225,9.84291199000000001258,6216633.0,0.0885959863662719,0.904114842414856,0.0072891702875494,0.3602618024999087,0.3028951066988243,0.3368431002516964,0.4015026830392952,0.3143520077378425,0.2841453092102437
2024-07-01 10:00:00,2024-07-01 10:00:00+00:00,58437,58498,58329,58412,9.88818219000000003818,6213033.0,0.0,0.0,0.0,0.4068947410553598,0.2625499075425482,0.3305553623491009,0.4807889500015042,0.2480232991356237,0.2711877556588139
2024-07-01 09:00:00,2024-07-01 09:00:00+00:00,58358,58454,58256,58436,10.81343462000000004316,6209433.0,0.6399194002151489,0.2113427966833114,0.1487378031015396,0.4068947410553598,0.2625499075425482,0.3305553623491009,0.4807889500015042,0.2480232991356237,0.2711877556588139
2024-07-01 08:00:00,2024-07-01 08:00:00+00:00,58790,58832,58275,58353,17.82435178000000006127,6205833.0,0.5347732901573181,0.0117600662633776,0.4534666240215301,0.3957983287144175,0.264988341392988,0.3392133413608895,0.4580328439807349,0.2556379823983783,0.2863291787609472
2024-07-01 07:00:00,2024-07-01 07:00:00+00:00,58841,58867,58772,58795,11.64730269000000007389,6202233.0,0.0,0.0,0.0,0.4019113413461517,0.2652609972082289,0.3328276715391049,0.4008181913858424,0.2823663003803502,0.3168155091295457
2024-07-01 06:00:00,2024-07-01 06:00:00+00:00,58931,58931,58712,58832,17.46081329000000002227,6198633.0,0.0,0.0,0.0,0.4019113413461517,0.2652609972082289,0.3328276715391049,0.4008181913858424,0.2823663003803502,0.3168155091295457
2024-07-01 05:00:00,2024-07-01 05:00:00+00:00,58798,58942,58773,58936,9.4705987199999999753,6195033.0,0.0,0.0,0.0,0.4139720475643778,0.2532115698651813,0.3328163947841279,0.4056247235018624,0.274340764256902,0.320034528100921
2024-07-01 04:00:00,2024-07-01 04:00:00+00:00,58983,58983,58750,58797,10.66778322000000000086,6191433.0,0.0,0.0,0.0,0.4139720475643778,0.2532115698651813,0.3328163947841279,0.4056247235018624,0.274340764256902,0.320034528100921
2024-07-01 03:00:00,2024-07-01 03:00:00+00:00,58929,59024,58869,58962,3.37934892000000004175,6187833.0,0.8776275813579559,0.0028480360197135,0.1195243657566606,0.4139720475643778,0.2532115698651813,0.3328163947841279,0.4056247235018624,0.274340764256902,0.320034528100921
2024-07-01 02:00:00,2024-07-01 02:00:00+00:00,59105,59314,58839,58915,6.49531274000000000767,6184233.0,0.0,0.0,0.0,0.358222397647859,0.268639764113773,0.3731378565425984,0.2263681033071791,0.3496021551631658,0.4240297671935993
2024-07-01 01:00:00,2024-07-01 01:00:00+00:00,58552,59227,58514,59151,17.90979094000000007369,6180633.0,0.0867209061980247,0.9035888314247132,0.0096902474761009,0.358222397647859,0.268639764113773,0.3731378565425984,0.2263681033071791,0.3496021551631658,0.4240297671935993
2024-07-01 00:00:00,2024-07-01 00:00:00+00:00,58418,58533,58237,58521,3.79749197000000006835,6177033.0,0.0,0.0,0.0,0.4014565405218274,0.2256407063132861,0.3729027705904584,0.3628296562925909,0.2829261981499203,0.3542441581379394
